task,dataset,network_type,network_depth,network_activation,accuracy_pct,accuracy,loss,lr,global_step,datetime
reduce_max,random_pos,dense_residual,2,tanh,99.0%,0.99175,0.029614938,0.1,1000,2018-11-04 00:34:23
concat,random_pos,dense_residual,2,tanh,18.0%,0.18326758,0.25740862,0.0010000006,10500,2018-11-04 00:35:16
dot,random_pos,dense_residual,2,tanh,3.0%,0.03325,14.579425,9.999989e-05,30000,2018-11-04 00:36:08
elementwise_mul,random_pos,dense_residual,2,tanh,40.0%,0.4014746,0.12431647,0.0010000006,30000,2018-11-04 00:37:00
one_hot_sum,random_pos,dense_residual,2,tanh,98.0%,0.9816445,0.0075148097,0.01,1000,2018-11-04 00:37:39
elementwise_add,random_pos,dense_residual,2,tanh,22.0%,0.2200078,0.2928542,0.01,1000,2018-11-04 00:38:16
equality,random_pos,dense_residual,2,tanh,100.0%,1.0,0.0007070346,0.01,400,2018-11-04 00:38:22
logical_and,random_pos,dense_residual,2,tanh,100.0%,0.99874413,0.00017911804,0.01,300,2018-11-04 00:38:28
logical_or,random_pos,dense_residual,2,tanh,100.0%,0.99917185,0.00014948008,0.01,300,2018-11-04 00:38:34
logical_xor,random_pos,dense_residual,2,tanh,100.0%,1.0,0.00063262077,0.01,400,2018-11-04 00:38:39
reduce_sum,one_hot,dense_residual,2,tanh,0.0%,0.0,1.0,0.01,1000,2018-11-04 00:41:30
reduce_max,one_hot,dense_residual,2,tanh,100.0%,1.0,3.6947426e-08,0.01,200,2018-11-04 00:41:47
concat,one_hot,dense_residual,2,tanh,99.0%,0.9920234,0.006151792,0.01,200,2018-11-04 00:42:03
dot,one_hot,dense_residual,2,tanh,100.0%,0.9975,0.0045427973,0.01,1000,2018-11-04 00:42:21
elementwise_mul,one_hot,dense_residual,2,tanh,100.0%,0.9994883,0.0009694932,0.01,100,2018-11-04 00:42:38
one_hot_sum,one_hot,dense_residual,2,tanh,99.0%,0.9881289,0.0076712067,0.0001,1000,2018-11-04 00:45:19
elementwise_add,one_hot,dense_residual,2,tanh,92.0%,0.9160586,0.008491837,0.009999993,400,2018-11-04 00:47:41
equality,one_hot,dense_residual,2,tanh,99.0%,0.9871582,0.002890529,0.0010000006,4000,2018-11-04 00:50:35
logical_and,one_hot,dense_residual,2,tanh,99.0%,0.9903828,0.0041299295,0.0010000006,200,2018-11-04 00:50:52
logical_or,one_hot,dense_residual,2,tanh,92.0%,0.91941017,0.008407946,0.01,400,2018-11-04 00:53:16
logical_xor,one_hot,dense_residual,2,tanh,92.0%,0.920041,0.008392116,0.01,500,2018-11-04 00:55:45
reduce_sum,many_hot,dense_residual,2,tanh,0.0%,0.0,16114.335,1e-05,1000,2018-11-04 00:59:29
reduce_max,many_hot,dense_residual,2,tanh,99.0%,0.9935,0.0014159621,1e-05,1000,2018-11-04 00:59:49
concat,many_hot,dense_residual,2,tanh,20.0%,0.2043623,1.5100417,1.0000001e-06,30000,2018-11-04 01:03:03
dot,many_hot,dense_residual,2,tanh,0.0%,0.0,978.7608,1e-05,1000,2018-11-04 01:06:42
elementwise_mul,many_hot,dense_residual,2,tanh,22.0%,0.21672265,0.3037643,9.999989e-05,30000,2018-11-04 01:09:49
one_hot_sum,many_hot,dense_residual,2,tanh,93.0%,0.9302305,0.014947893,0.01,1000,2018-11-04 01:12:38
elementwise_add,many_hot,dense_residual,2,tanh,50.0%,0.49958593,0.50043017,0.01,1000,2018-11-04 01:14:18
equality,many_hot,dense_residual,2,tanh,15.0%,0.14955078,0.38169956,1e-05,1000,2018-11-04 01:16:32
logical_and,many_hot,dense_residual,2,tanh,23.0%,0.22621094,0.2788912,9.999989e-05,30000,2018-11-04 01:19:37
logical_or,many_hot,dense_residual,2,tanh,35.0%,0.34558594,0.23979355,0.0001,1000,2018-11-04 01:21:17
logical_xor,many_hot,dense_residual,2,tanh,13.0%,0.13436133,0.37666547,0.0001,1000,2018-11-04 01:24:22
reduce_sum,random,dense_residual,2,relu,14.0%,0.1355,45.803345,0.009999993,30000,2018-11-04 01:25:21
reduce_max,random,dense_residual,2,relu,100.0%,0.99925,0.0021535954,0.01,1000,2018-11-04 01:25:50
concat,random,dense_residual,2,relu,16.0%,0.15874903,0.33303604,0.0001,1000,2018-11-04 01:27:38
dot,random,dense_residual,2,relu,4.0%,0.0375,14.559319,0.10000009,30000,2018-11-04 01:29:11
elementwise_mul,random,dense_residual,2,relu,45.0%,0.44961327,0.1112811,0.10000016,30000,2018-11-04 01:30:54
one_hot_sum,random,dense_residual,2,relu,100.0%,0.9960508,0.004340993,0.10000016,100,2018-11-04 01:31:00
elementwise_add,random,dense_residual,2,relu,20.0%,0.20063671,0.4591365,0.0010000006,30000,2018-11-04 01:31:55
equality,random,dense_residual,2,relu,100.0%,1.0,0.0,0.0010000006,300,2018-11-04 01:32:00
logical_and,random,dense_residual,2,relu,99.0%,0.99012107,0.0032661045,0.01,1000,2018-11-04 01:32:29
logical_or,random,dense_residual,2,relu,100.0%,0.9989531,0.0005668096,0.009999993,30000,2018-11-04 01:33:06
logical_xor,random,dense_residual,2,relu,100.0%,1.0,0.0,0.009999993,200,2018-11-04 01:33:12
reduce_sum,random_pos,dense_residual,2,relu,7.0%,0.074,41.61019,0.009999993,1000,2018-11-04 01:33:50
reduce_max,random_pos,dense_residual,2,relu,98.0%,0.97675,0.0046114163,0.01,1000,2018-11-04 01:34:27
concat,random_pos,dense_residual,2,relu,16.0%,0.15864746,0.33298802,0.0001,1000,2018-11-04 01:35:19
dot,random_pos,dense_residual,2,relu,4.0%,0.0355,13.629939,0.01,1000,2018-11-04 01:36:54
elementwise_mul,random_pos,dense_residual,2,relu,45.0%,0.45165038,0.110380866,0.001,1000,2018-11-04 01:38:37
one_hot_sum,random_pos,dense_residual,2,relu,100.0%,0.9960664,0.003922694,0.001,100,2018-11-04 01:38:43
elementwise_add,random_pos,dense_residual,2,relu,20.0%,0.20308594,0.45219836,0.0010000006,30000,2018-11-04 01:39:34
equality,random_pos,dense_residual,2,relu,100.0%,0.99999803,8.393182e-08,0.0010000006,200,2018-11-04 01:39:40
logical_and,random_pos,dense_residual,2,relu,100.0%,0.9990254,0.0030397868,0.01,1000,2018-11-04 01:40:08
logical_or,random_pos,dense_residual,2,relu,100.0%,0.99667186,0.003011701,0.01,1000,2018-11-04 01:40:13
logical_xor,random_pos,dense_residual,2,relu,100.0%,1.0,0.0,0.01,200,2018-11-04 01:40:19
reduce_sum,one_hot,dense_residual,2,relu,99.0%,0.99275,0.0015505807,0.1,1000,2018-11-04 01:42:09
reduce_max,one_hot,dense_residual,2,relu,100.0%,1.0,3.886327e-05,0.1,1000,2018-11-04 01:42:25
concat,one_hot,dense_residual,2,relu,99.0%,0.9921875,0.0078125,0.1,200,2018-11-04 01:42:42
dot,one_hot,dense_residual,2,relu,100.0%,0.9985,0.0015,0.1,500,2018-11-04 01:42:58
elementwise_mul,one_hot,dense_residual,2,relu,100.0%,0.9999824,1.7578124e-05,0.1,200,2018-11-04 01:43:15
one_hot_sum,one_hot,dense_residual,2,relu,100.0%,0.99587697,0.004123047,0.1,200,2018-11-04 01:43:32
elementwise_add,one_hot,dense_residual,2,relu,99.0%,0.98861134,0.009007204,0.0010000006,2200,2018-11-04 01:46:24
equality,one_hot,dense_residual,2,relu,95.0%,0.9467734,0.008779162,0.009999993,1700,2018-11-04 01:48:44
logical_and,one_hot,dense_residual,2,relu,100.0%,0.99998826,1.171875e-05,0.009999993,200,2018-11-04 01:49:01
logical_or,one_hot,dense_residual,2,relu,99.0%,0.9885664,0.009709427,0.001,1000,2018-11-04 01:51:53
logical_xor,one_hot,dense_residual,2,relu,99.0%,0.9879121,0.010157848,0.001,1000,2018-11-04 01:54:45
reduce_sum,many_hot,dense_residual,2,relu,0.0%,0.0,46.975414,0.001,1000,2018-11-04 01:57:49
reduce_max,many_hot,dense_residual,2,relu,20.0%,0.19825,0.3647107,9.999996e-06,30000,2018-11-04 01:00:53
concat,many_hot,dense_residual,2,relu,50.0%,0.5003174,0.49898276,1.0000001e-06,30000,2018-11-04 01:04:03
dot,many_hot,dense_residual,2,relu,3.0%,0.02625,17.157967,0.0001,1000,2018-11-04 01:06:18
elementwise_mul,many_hot,dense_residual,2,relu,74.0%,0.7384902,0.2377872,0.0010000006,30000,2018-11-04 01:09:23
one_hot_sum,many_hot,dense_residual,2,relu,99.0%,0.9917578,0.0077946894,0.0010000006,200,2018-11-04 01:09:40
elementwise_add,many_hot,dense_residual,2,relu,26.0%,0.25558007,0.411221,0.0010000006,1000,2018-11-04 01:12:45
equality,many_hot,dense_residual,2,relu,37.0%,0.3734082,0.41965634,0.0010000006,1000,2018-11-04 01:15:50
logical_and,many_hot,dense_residual,2,relu,74.0%,0.7408594,0.23906024,0.0010000006,30000,2018-11-04 01:18:54
logical_or,many_hot,dense_residual,2,relu,27.0%,0.26610938,0.494313,0.0010000016,30000,2018-11-04 01:21:58
logical_xor,many_hot,dense_residual,2,relu,33.0%,0.32686132,0.4073,0.0010000016,1000,2018-11-04 01:25:03
reduce_sum,random,dense_residual,2,sigmoid,2.0%,0.01925,77.61475,0.009999993,30000,2018-11-04 01:26:41
reduce_max,random,dense_residual,2,sigmoid,100.0%,1.0,0.000115113806,0.009999993,100,2018-11-04 01:26:47
concat,random,dense_residual,2,sigmoid,16.0%,0.15816797,0.33268186,0.01,1000,2018-11-04 01:27:44
dot,random,dense_residual,2,sigmoid,3.0%,0.03325,14.294017,0.10000009,30000,2018-11-04 01:29:23
elementwise_mul,random,dense_residual,2,sigmoid,45.0%,0.4505918,0.11080753,0.1,1000,2018-11-04 01:31:12
one_hot_sum,random,dense_residual,2,sigmoid,100.0%,0.9959492,0.004050781,0.1,100,2018-11-04 01:31:19
elementwise_add,random,dense_residual,2,sigmoid,19.0%,0.1856582,0.49051225,0.01,1000,2018-11-04 01:33:06
equality,random,dense_residual,2,sigmoid,100.0%,1.0,6.0594108e-09,0.01,100,2018-11-04 01:33:12
logical_and,random,dense_residual,2,sigmoid,100.0%,1.0,8.060421e-09,0.01,100,2018-11-04 01:33:18
logical_or,random,dense_residual,2,sigmoid,100.0%,1.0,7.380591e-09,0.01,100,2018-11-04 01:33:24
logical_xor,random,dense_residual,2,sigmoid,100.0%,1.0,6.914933e-09,0.01,100,2018-11-04 01:33:29
reduce_sum,random_pos,dense_residual,2,sigmoid,2.0%,0.02125,79.22471,0.009999993,30000,2018-11-04 01:35:09
reduce_max,random_pos,dense_residual,2,sigmoid,100.0%,1.0,0.00011857551,0.009999993,100,2018-11-04 01:35:15
concat,random_pos,dense_residual,2,sigmoid,16.0%,0.15868457,0.3327778,0.009999993,1000,2018-11-04 01:37:12
dot,random_pos,dense_residual,2,sigmoid,4.0%,0.03825,14.516243,10.0,30000,2018-11-04 01:38:54
elementwise_mul,random_pos,dense_residual,2,sigmoid,45.0%,0.45035547,0.110843986,0.01,1000,2018-11-04 01:40:43
one_hot_sum,random_pos,dense_residual,2,sigmoid,100.0%,0.99597263,0.0040269936,0.01,100,2018-11-04 01:40:49
elementwise_add,random_pos,dense_residual,2,sigmoid,19.0%,0.18634179,0.4867462,0.01,1000,2018-11-04 01:41:41
equality,random_pos,dense_residual,2,sigmoid,100.0%,1.0,6.9320683e-09,0.01,200,2018-11-04 01:41:47
logical_and,random_pos,dense_residual,2,sigmoid,100.0%,1.0,4.433112e-09,0.01,200,2018-11-04 01:41:53
logical_or,random_pos,dense_residual,2,sigmoid,100.0%,1.0,7.956151e-09,0.01,200,2018-11-04 01:41:58
logical_xor,random_pos,dense_residual,2,sigmoid,100.0%,1.0,5.705069e-09,0.01,200,2018-11-04 01:42:04
reduce_sum,one_hot,dense_residual,2,sigmoid,0.0%,0.0,1.0,0.1,1000,2018-11-04 01:44:58
reduce_max,one_hot,dense_residual,2,sigmoid,100.0%,1.0,0.0,0.1,200,2018-11-04 01:45:15
concat,one_hot,dense_residual,2,sigmoid,99.0%,0.9921875,0.007983891,0.1,200,2018-11-04 01:45:32
dot,one_hot,dense_residual,2,sigmoid,100.0%,0.9975,0.0025,0.1,200,2018-11-04 01:45:48
elementwise_mul,one_hot,dense_residual,2,sigmoid,100.0%,0.9999824,1.7578124e-05,0.1,200,2018-11-04 01:46:05
one_hot_sum,one_hot,dense_residual,2,sigmoid,100.0%,0.9959336,0.0040664063,0.1,200,2018-11-04 01:46:22
elementwise_add,one_hot,dense_residual,2,sigmoid,100.0%,0.9977129,0.0022157186,0.009999993,3000,2018-11-04 01:49:15
equality,one_hot,dense_residual,2,sigmoid,100.0%,0.99696094,0.0023882887,0.009999991,2400,2018-11-04 01:52:12
logical_and,one_hot,dense_residual,2,sigmoid,100.0%,0.99997854,2.1484077e-05,0.009999991,100,2018-11-04 01:52:28
logical_or,one_hot,dense_residual,2,sigmoid,100.0%,0.99824804,0.0014132562,0.009999993,2600,2018-11-04 01:55:29
logical_xor,one_hot,dense_residual,2,sigmoid,100.0%,0.99800974,0.0017614755,0.009999993,2500,2018-11-04 01:58:31
reduce_sum,many_hot,dense_residual,2,sigmoid,0.0%,0.0,16188.408,0.001,1000,2018-11-04 02:02:15
reduce_max,many_hot,dense_residual,2,sigmoid,100.0%,1.0,1.8672109e-06,0.001,100,2018-11-04 02:02:33
concat,many_hot,dense_residual,2,sigmoid,0.0%,0.0,0.25038156,0.01,200,2018-11-04 02:05:46
dot,many_hot,dense_residual,2,sigmoid,0.0%,0.0,978.8942,0.1,1000,2018-11-04 02:09:28
elementwise_mul,many_hot,dense_residual,2,sigmoid,0.0%,0.0,0.19673212,1e-05,1000,2018-11-04 02:10:38
one_hot_sum,many_hot,dense_residual,2,sigmoid,99.0%,0.9921875,0.0078125,1.0,200,2018-11-04 02:12:54
elementwise_add,many_hot,dense_residual,2,sigmoid,75.0%,0.7502227,0.25002593,0.0010000006,30000,2018-11-04 02:14:36
equality,many_hot,dense_residual,2,sigmoid,0.0%,0.0,0.25001755,0.01,1000,2018-11-04 02:17:41
logical_and,many_hot,dense_residual,2,sigmoid,75.0%,0.7490215,0.22044629,0.009999993,30000,2018-11-04 02:18:48
logical_or,many_hot,dense_residual,2,sigmoid,0.0%,0.0,0.19668633,1e-05,1000,2018-11-04 02:19:55
logical_xor,many_hot,dense_residual,2,sigmoid,0.0%,0.0,0.25001705,0.01,1000,2018-11-04 02:23:00
reduce_sum,random,dense_residual,3,linear,9.0%,0.0915,2.0144498,0.01,1000,2018-11-04 02:23:39
reduce_max,random,dense_residual,3,linear,100.0%,1.0,0.0010301096,0.009999993,4200,2018-11-04 02:24:27
concat,random,dense_residual,3,linear,16.0%,0.16446973,0.4199726,0.001,1000,2018-11-04 02:25:16
dot,random,dense_residual,3,linear,4.0%,0.0355,14.175662,0.001,1000,2018-11-04 02:26:10
elementwise_mul,random,dense_residual,3,linear,43.0%,0.4276699,0.11703283,0.01,1000,2018-11-04 02:26:49
one_hot_sum,random,dense_residual,3,linear,84.0%,0.8387402,0.016947003,0.01,700,2018-11-04 02:27:32
elementwise_add,random,dense_residual,3,linear,14.0%,0.14358008,0.73910767,9.999989e-05,30000,2018-11-04 02:28:16
equality,random,dense_residual,3,linear,51.0%,0.5142871,0.0523351,0.009999993,200,2018-11-04 02:29:02
logical_and,random,dense_residual,3,linear,83.0%,0.8284473,0.013540644,0.009999993,3800,2018-11-04 02:29:43
logical_or,random,dense_residual,3,linear,74.0%,0.7355117,0.020013172,0.009999991,3900,2018-11-04 02:30:24
logical_xor,random,dense_residual,3,linear,53.0%,0.52669334,0.04979114,0.009999991,200,2018-11-04 02:31:07
reduce_sum,random_pos,dense_residual,3,linear,11.0%,0.1095,1.2926852,0.009999993,30000,2018-11-04 02:31:54
reduce_max,random_pos,dense_residual,3,linear,100.0%,0.999,0.0022637087,0.009999991,30000,2018-11-04 02:32:38
concat,random_pos,dense_residual,3,linear,16.0%,0.1644082,0.41762745,0.001,1000,2018-11-04 02:33:22
dot,random_pos,dense_residual,3,linear,3.0%,0.0315,14.291194,1e-05,1000,2018-11-04 02:35:20
elementwise_mul,random_pos,dense_residual,3,linear,43.0%,0.42529687,0.11791069,0.01,1000,2018-11-04 02:36:04
one_hot_sum,random_pos,dense_residual,3,linear,91.0%,0.9136152,0.01222371,0.01,900,2018-11-04 02:36:47
elementwise_add,random_pos,dense_residual,3,linear,14.0%,0.14355664,0.7448697,9.999989e-05,30000,2018-11-04 02:37:31
equality,random_pos,dense_residual,3,linear,52.0%,0.52430075,0.049946968,0.009999993,200,2018-11-04 02:38:18
logical_and,random_pos,dense_residual,3,linear,60.0%,0.6022149,0.034309607,0.009999993,3000,2018-11-04 02:38:58
logical_or,random_pos,dense_residual,3,linear,66.0%,0.65902346,0.02746264,0.009999993,3800,2018-11-04 02:39:39
logical_xor,random_pos,dense_residual,3,linear,53.0%,0.5250195,0.049751,0.009999993,200,2018-11-04 02:40:22
reduce_sum,one_hot,dense_residual,3,linear,100.0%,1.0,7.801614e-06,0.009999991,30000,2018-11-04 02:41:57
reduce_max,one_hot,dense_residual,3,linear,12.0%,0.117,0.049347736,0.009999991,200,2018-11-04 02:43:34
concat,one_hot,dense_residual,3,linear,98.0%,0.9846084,0.010112191,0.009999991,200,2018-11-04 02:46:02
dot,one_hot,dense_residual,3,linear,100.0%,0.99775,0.0029325737,0.009999991,200,2018-11-04 02:46:19
elementwise_mul,one_hot,dense_residual,3,linear,100.0%,0.99990237,0.0013259006,0.009999991,100,2018-11-04 02:46:36
one_hot_sum,one_hot,dense_residual,3,linear,99.0%,0.99442774,0.0055515673,0.009999991,200,2018-11-04 02:49:04
elementwise_add,one_hot,dense_residual,3,linear,97.0%,0.96793556,0.013620314,0.009999991,300,2018-11-04 02:52:58
equality,one_hot,dense_residual,3,linear,41.0%,0.4131172,0.055457167,0.009999991,1000,2018-11-04 02:54:10
logical_and,one_hot,dense_residual,3,linear,100.0%,0.99993557,0.00096280326,0.009999991,200,2018-11-04 02:54:28
logical_or,one_hot,dense_residual,3,linear,97.0%,0.9698203,0.013879927,0.01,300,2018-11-04 02:56:58
logical_xor,one_hot,dense_residual,3,linear,97.0%,0.96924806,0.013923507,0.009999993,300,2018-11-04 02:59:25
concat,many_hot,dense_residual,3,linear,21.0%,0.20626855,0.60730714,0.0010000006,30000,2018-11-04 03:09:22
elementwise_mul,many_hot,dense_residual,3,linear,18.0%,0.17756055,0.55819535,0.0001,1000,2018-11-04 03:16:41
one_hot_sum,many_hot,dense_residual,3,linear,97.0%,0.97268945,0.0071290303,0.0010000006,30000,2018-11-04 03:20:21
elementwise_add,many_hot,dense_residual,3,linear,10.0%,0.10327344,1.2882684,0.0001,1000,2018-11-04 03:24:24
equality,many_hot,dense_residual,3,linear,15.0%,0.15120508,0.6013734,0.01,1000,2018-11-04 03:28:25
logical_and,many_hot,dense_residual,3,linear,18.0%,0.18336914,0.5169296,0.0001,1000,2018-11-04 03:32:25
logical_or,many_hot,dense_residual,3,linear,12.0%,0.11604492,0.86904347,0.0001,1000,2018-11-04 03:36:31
reduce_sum,random,dense_residual,3,tanh,2.0%,0.018,73.27272,9.999989e-05,30000,2018-11-04 03:42:45
reduce_max,random,dense_residual,3,tanh,100.0%,0.9985,0.0059423004,0.01,1000,2018-11-04 03:43:38
concat,random,dense_residual,3,tanh,16.0%,0.16101074,0.3460496,0.001,1000,2018-11-04 03:46:37
dot,random,dense_residual,3,tanh,4.0%,0.03525,14.531829,1e-06,1000,2018-11-04 03:49:36
elementwise_mul,random,dense_residual,3,tanh,32.0%,0.31928125,0.16284579,0.001,1000,2018-11-04 03:52:56
one_hot_sum,random,dense_residual,3,tanh,99.0%,0.9896797,0.0065014567,0.009999993,1000,2018-11-04 03:54:08
elementwise_add,random,dense_residual,3,tanh,15.0%,0.14867188,0.6355696,0.0001,1000,2018-11-04 03:57:34
equality,random,dense_residual,3,tanh,100.0%,0.99992776,0.0014453074,0.01,200,2018-11-04 03:58:24
logical_and,random,dense_residual,3,tanh,99.0%,0.993084,0.015022905,0.01,400,2018-11-04 03:58:32
logical_or,random,dense_residual,3,tanh,99.0%,0.992625,0.014159683,0.01,300,2018-11-04 03:58:39
logical_xor,random,dense_residual,3,tanh,100.0%,1.0,0.0001698061,0.01,300,2018-11-04 03:58:46
reduce_sum,random_pos,dense_residual,3,tanh,1.0%,0.01425,71.45049,0.009999993,30000,2018-11-04 04:01:48
reduce_max,random_pos,dense_residual,3,tanh,100.0%,0.996,0.012877254,0.009999993,1000,2018-11-04 04:01:57
concat,random_pos,dense_residual,3,tanh,16.0%,0.16185938,0.34388345,0.001,1000,2018-11-04 04:05:07
dot,random_pos,dense_residual,3,tanh,3.0%,0.03225,14.260371,9.999996e-06,30000,2018-11-04 04:08:12
elementwise_mul,random_pos,dense_residual,3,tanh,32.0%,0.3195254,0.16230282,0.001,1000,2018-11-04 04:11:24
one_hot_sum,random_pos,dense_residual,3,tanh,99.0%,0.9898613,0.006496631,0.009999993,1000,2018-11-04 04:12:37
elementwise_add,random_pos,dense_residual,3,tanh,15.0%,0.1505664,0.6366037,0.0001,1000,2018-11-04 04:16:11
equality,random_pos,dense_residual,3,tanh,100.0%,0.999916,0.001406099,0.01,200,2018-11-04 04:17:02
logical_and,random_pos,dense_residual,3,tanh,100.0%,0.99641013,0.0029886886,0.01,100,2018-11-04 04:17:08
logical_or,random_pos,dense_residual,3,tanh,100.0%,0.99590623,0.0059425295,0.01,200,2018-11-04 04:17:15
logical_xor,random_pos,dense_residual,3,tanh,100.0%,0.9998848,0.0014655421,0.01,200,2018-11-04 04:17:22
reduce_sum,one_hot,dense_residual,3,tanh,0.0%,0.0,1.0,0.01,1000,2018-11-04 04:22:35
reduce_max,one_hot,dense_residual,3,tanh,100.0%,1.0,0.0,0.01,100,2018-11-04 04:22:52
concat,one_hot,dense_residual,3,tanh,98.0%,0.9827676,0.010346024,0.01,200,2018-11-04 04:26:31
dot,one_hot,dense_residual,3,tanh,99.0%,0.9945,0.004276123,0.01,100,2018-11-04 04:26:48
elementwise_mul,one_hot,dense_residual,3,tanh,100.0%,0.9999766,0.0011764443,0.01,100,2018-11-04 04:27:06
one_hot_sum,one_hot,dense_residual,3,tanh,98.0%,0.979209,0.00698047,0.01,1000,2018-11-04 04:32:41
elementwise_add,one_hot,dense_residual,3,tanh,93.0%,0.93358594,0.017204612,0.0001,1000,2018-11-04 04:37:30
equality,one_hot,dense_residual,3,tanh,98.0%,0.98438674,0.01017383,9.999989e-05,30000,2018-11-04 04:40:44
logical_and,one_hot,dense_residual,3,tanh,100.0%,0.99983007,0.0012167442,0.01,100,2018-11-04 04:42:43
logical_or,one_hot,dense_residual,3,tanh,94.0%,0.9357422,0.01708084,0.0001,1000,2018-11-04 04:47:32
logical_xor,one_hot,dense_residual,3,tanh,93.0%,0.9319473,0.017248018,0.0001,1000,2018-11-04 04:52:24
reduce_sum,many_hot,dense_residual,3,tanh,0.0%,0.0,16124.545,1.0,1000,2018-11-04 04:57:20
reduce_max,many_hot,dense_residual,3,tanh,100.0%,1.0,0.0,1.0,100,2018-11-04 04:57:38
concat,many_hot,dense_residual,3,tanh,15.0%,0.14893359,0.6399889,1e-06,1000,2018-11-04 05:02:55
dot,many_hot,dense_residual,3,tanh,0.0%,0.0,976.4285,1.0,1000,2018-11-04 05:07:50
elementwise_mul,many_hot,dense_residual,3,tanh,26.0%,0.26139063,0.358117,9.999996e-06,30000,2018-11-04 05:12:51
one_hot_sum,many_hot,dense_residual,3,tanh,83.0%,0.827457,0.02312859,0.009999993,30000,2018-11-04 05:17:37
elementwise_add,many_hot,dense_residual,3,tanh,50.0%,0.501166,0.49883407,0.009999991,30000,2018-11-04 05:20:59
equality,many_hot,dense_residual,3,tanh,12.0%,0.12265039,0.44917285,9.999996e-06,30000,2018-11-04 05:25:03
logical_and,many_hot,dense_residual,3,tanh,26.0%,0.26056054,0.36196384,9.999996e-06,30000,2018-11-04 05:30:10
logical_or,many_hot,dense_residual,3,tanh,12.0%,0.122861326,0.34855226,9.999996e-06,1000,2018-11-04 05:33:33
logical_xor,many_hot,dense_residual,3,tanh,30.0%,0.3004668,0.6715945,0.0010000006,30000,2018-11-04 05:38:01
reduce_sum,random,dense_residual,3,relu,3.0%,0.0285,47.553913,0.0010000006,1000,2018-11-04 05:40:51
reduce_max,random,dense_residual,3,relu,47.0%,0.4675,0.06666949,1e-05,1000,2018-11-04 05:43:12
concat,random,dense_residual,3,relu,16.0%,0.15854298,0.33314437,0.001,1000,2018-11-04 05:46:46
dot,random,dense_residual,3,relu,4.0%,0.03625,14.306936,0.0010000006,30000,2018-11-04 05:50:01
elementwise_mul,random,dense_residual,3,relu,45.0%,0.45045313,0.11074275,0.0001,1000,2018-11-04 05:53:42
one_hot_sum,random,dense_residual,3,relu,100.0%,0.99602735,0.0039727185,0.0001,1000,2018-11-04 05:53:53
elementwise_add,random,dense_residual,3,relu,15.0%,0.15144141,0.665651,0.0001,1000,2018-11-04 05:57:29
equality,random,dense_residual,3,relu,100.0%,1.0,1.8656642e-10,0.0001,1000,2018-11-04 05:57:39
logical_and,random,dense_residual,3,relu,100.0%,1.0,5.262094e-05,0.009999993,30000,2018-11-04 06:00:46
logical_or,random,dense_residual,3,relu,75.0%,0.75304884,0.022708358,0.009999993,1000,2018-11-04 06:03:29
logical_xor,random,dense_residual,3,relu,100.0%,1.0,0.0,0.009999993,100,2018-11-04 06:03:35
reduce_sum,random_pos,dense_residual,3,relu,3.0%,0.03375,44.11537,0.001,1000,2018-11-04 06:06:58
reduce_max,random_pos,dense_residual,3,relu,32.0%,0.325,0.13985579,0.0001,1000,2018-11-04 06:09:30
concat,random_pos,dense_residual,3,relu,16.0%,0.1586748,0.33262596,0.01,1000,2018-11-04 06:11:46
dot,random_pos,dense_residual,3,relu,3.0%,0.0305,13.832796,0.01,1000,2018-11-04 06:15:07
elementwise_mul,random_pos,dense_residual,3,relu,45.0%,0.45025197,0.11080944,100.0,1000,2018-11-04 06:18:50
one_hot_sum,random_pos,dense_residual,3,relu,100.0%,0.99601173,0.0039882814,100.0,100,2018-11-04 06:18:56
elementwise_add,random_pos,dense_residual,3,relu,15.0%,0.15200587,0.6650153,0.0001,1000,2018-11-04 06:22:40
equality,random_pos,dense_residual,3,relu,100.0%,1.0,2.5785944e-09,0.0001,1000,2018-11-04 06:22:50
logical_and,random_pos,dense_residual,3,relu,90.0%,0.89863086,0.018144084,0.01,1000,2018-11-04 06:26:03
logical_or,random_pos,dense_residual,3,relu,77.0%,0.76721877,0.020360118,0.01,1000,2018-11-04 06:28:52
logical_xor,random_pos,dense_residual,3,relu,100.0%,1.0,0.0,0.01,100,2018-11-04 06:28:58
reduce_sum,one_hot,dense_residual,3,relu,2.0%,0.024,0.21363075,0.0001,1000,2018-11-04 06:34:03
reduce_max,one_hot,dense_residual,3,relu,15.0%,0.153,0.066728644,0.0001,1000,2018-11-04 06:36:30
concat,one_hot,dense_residual,3,relu,99.0%,0.9921875,0.0078125,0.0001,1000,2018-11-04 06:36:52
dot,one_hot,dense_residual,3,relu,100.0%,0.99875,0.00125,0.0001,100,2018-11-04 06:37:10
elementwise_mul,one_hot,dense_residual,3,relu,100.0%,0.99998045,2.1241623e-05,0.0001,200,2018-11-04 06:37:28
one_hot_sum,one_hot,dense_residual,3,relu,100.0%,0.99583983,0.0041616447,0.0001,200,2018-11-04 06:37:47
elementwise_add,one_hot,dense_residual,3,relu,98.0%,0.9843086,0.013666749,0.001,1000,2018-11-04 06:42:40
equality,one_hot,dense_residual,3,relu,5.0%,0.054830078,0.10371411,9.999989e-05,30000,2018-11-04 06:46:45
logical_and,one_hot,dense_residual,3,relu,100.0%,0.9999824,2.2359533e-05,9.999989e-05,200,2018-11-04 06:47:03
logical_or,one_hot,dense_residual,3,relu,98.0%,0.98433006,0.013996389,0.001,1000,2018-11-04 06:53:00
